0001b6e405de2efd,"{'q_num_answer': 8, 'q_first_answerer': '58c5915d618eac68'}"
0001cc87e8f478f3,"{'q_num_answer': 3, 'q_first_answerer': '263336845a81f747'}"
0001a093e1ee6678,"{'q_num_answer': 2, 'q_first_answerer': '5e21af983af4fbc4'}"
000133a1c12498f1,"{'q_num_answer': 7, 'q_first_answerer': 'de51678b0f764d0b'}"
00015be6fb2a7800,"{'q_num_answer': 1, 'q_first_answerer': '92452558ab91f4ef'}"
000280227b9a2b0b,"{'q_num_answer': 2, 'q_first_answerer': '9eb63f9866dd921b'}"
00010d7c35b5c45a,"{'q_num_answer': 20, 'q_first_answerer': '4ec9c875eddfcd7a'}"
0000bc77678c22d6,"{'q_num_answer': 1, 'q_first_answerer': 'a369be73706db0da'}"
0000ad56c168447b,"{'q_num_answer': 3, 'q_first_answerer': '90e68d078ac0d0eb'}"
00000b7cd1511c75,"{'q_num_answer': 3, 'q_first_answerer': '9069796fdd40692e'}"
00005e87835c8bc8,"{'q_num_answer': 14, 'q_first_answerer': 'e99536184553e88a'}"
0002482e668ef418,"{'q_num_answer': 1, 'q_first_answerer': '339cca6f9e890f62'}"
000213f2b427174f,"{'q_num_answer': 8, 'q_first_answerer': '4c62750f714dd39a'}"
00017033f007b86d,"{'q_num_answer': 2, 'q_first_answerer': 'b6f1af3ee516987f'}"
0001844f65d78361,"{'q_num_answer': 8, 'q_first_answerer': '0ca67741b3d750bf'}"
0000b6891e7780ec,"{'q_num_answer': 7, 'q_first_answerer': '40ef34f4a044a3ec'}"
00016a60279e6695,"{'q_num_answer': 3, 'q_first_answerer': '52a3ec957b51850e'}"
00001368a3be01d1,"{'q_num_answer': 13, 'q_first_answerer': 'a0bdbb9f4a822235'}"
00001a9b6c73271a,"{'q_num_answer': 11, 'q_first_answerer': '96000cc1e59cf94c'}"
00007d9f94b873cc,"{'q_num_answer': 1, 'q_first_answerer': '622fed32777ace39'}"
0001545c689d48aa,"{'q_num_answer': 3, 'q_first_answerer': '41f9efc906044bd2'}"
000198a80d657907,"{'q_num_answer': 8, 'q_first_answerer': 'c0d76201fa446365'}"
00025ec4e0998746,"{'q_num_answer': 37, 'q_first_answerer': 'eeb3bf7ca122643e'}"
000169b647255813,"{'q_num_answer': 5, 'q_first_answerer': '31c8d5b2ad695caf'}"
0001c0e0f5c6b26b,"{'q_num_answer': 50, 'q_first_answerer': 'd16db156f0df651b'}"
0000daf5c08f18da,"{'q_num_answer': 19, 'q_first_answerer': 'd5f3ebc715a4983c'}"
000211c84cc92760,"{'q_num_answer': 3, 'q_first_answerer': 'd26072ad41b12776'}"
000204b844aeb427,"{'q_num_answer': 1, 'q_first_answerer': '395f34b3443d399e'}"
00006249a4231450,"{'q_num_answer': 1, 'q_first_answerer': '8c3671bd4de07925'}"
0000161c6cebb23e,"{'q_num_answer': 5, 'q_first_answerer': 'a0e5e832e1ddf91d'}"
0000a408707812e2,"{'q_num_answer': 1, 'q_first_answerer': '689e66fa0248a058'}"
0000a034fbc2c8dc,"{'q_num_answer': 7, 'q_first_answerer': '45c8c7b661ad0565'}"
000285aabe63f167,"{'q_num_answer': 2, 'q_first_answerer': 'df5b9ca6cb21754b'}"
000132950cd4577a,"{'q_num_answer': 17, 'q_first_answerer': 'e9b31adf5daa677d'}"
00023a880e77bec2,"{'q_num_answer': 2, 'q_first_answerer': 'd089cd6dba8f6895'}"
000141fca5aabea2,"{'q_num_answer': 6, 'q_first_answerer': '9261e6e9e7652200'}"
0001520273d89f31,"{'q_num_answer': 1, 'q_first_answerer': '5722bc90cf459eb4'}"
000157ba99619f41,"{'q_num_answer': 5, 'q_first_answerer': '7ea203c079ee617d'}"
00003e968ab365e0,"{'q_num_answer': 1, 'q_first_answerer': '40d3116e9d391cc6'}"
00013bd76ed2fe77,"{'q_num_answer': 2, 'q_first_answerer': '001d8bdefbb3197c'}"
00024589920d0fb2,"{'q_num_answer': 8, 'q_first_answerer': '4ae033633d3464d9'}"
00003e0b3ceea3d5,"{'q_num_answer': 3, 'q_first_answerer': 'c609ea6d45e4315d'}"
000013180cc93d3c,"{'q_num_answer': 1, 'q_first_answerer': '5ee4ae8b515f23e1'}"
00015e14f1c40472,"{'q_num_answer': 3, 'q_first_answerer': '5c4f7a428b5b8487'}"
0000de067111319e,"{'q_num_answer': 19, 'q_first_answerer': 'b35083720222bb73'}"
